ref_id	voisins_m	voisins_f	
189	['svindal_NAM', 'athlète_NOM', 'patineur_NOM', 'cycliste_NOM', 'walchhofer_NAM', 'super-combiné_NOM', 'slalom_NOM', 'skieuse_NOM', 'kvitfjell_NAM', 'saint-moritz_NAM']	['cavagnoud_NAM', 'athlète_NOM', 'brydon_NAM', 'gerg_NAM', 'goetschl_NAM', 'schild_NAM', 'plongeuse_NOM', 'coureuse_NOM', 'jeanson_NAM', 'lenzerheide_NAM']	
190	['policier_NOM', 'caporal_NOM', 'soldats_NOM', 'manifestant_NOM', 'militaire_NOM', 'milicien_NOM', 'caporal-chef_NOM', 'adolescent_NOM', 'commandant_NOM', 'prisonnier_NOM']	['sgrena_NAM', 'zahra_VER', 'adolescente_NOM', 'fillette_NOM', 'giuliana_NAM', 'incarcérée_VER', 'soldat_NOM', 'photojournaliste_NOM', 'palestinienne_NOM', 'afghane_NOM']	
191	['oreille_NOM', 'épanchement_NOM', 'aveugle_NOM', 'sanglot_NOM', 'apoplexie_NOM', 'linceul_NOM', 'ennui_NOM', 'affamé_ADJ', 'sifflement_NOM', 'sourd_ADJ']	['sourd_ADJ', 'oreille_NOM', 'rage_NOM', 'insensible_ADJ', 'écho_NOM', 'muette_ADJ', 'latente_ADJ', 'résonner_VER', 'silencieuse_ADJ', 'indifférente_ADJ']	
192	['visiteur_NOM', 'lecteur_NOM', 'téléspectateur_NOM', 'auditeur_NOM', 'narrateur_NOM', 'personnage_NOM', 'protagoniste_NOM', 'créateur_NOM', 'narratif_ADJ', 'badaud_NOM']	['amusée_VER', 'observatrice_NOM', 'tragicomédie_NOM', 'interlocutrice_NOM', 'frustrée_VER', 'comédienne_NOM', 'gênée_VER', 'réalisatrice_NOM', 'habituée_ADJ', 'têtue_ADJ']	
193	['invétéré_ADJ', 'sportif_ADJ', 'honnête_NOM', 'athlète_NOM', 'divorcé_NOM', 'costaud_NOM', 'intello_NOM', 'politicien_NOM', 'golfeur_NOM', 'amateur_NOM']	['épicurienne_NOM', 'curieuse_NOM', 'ricaneuse_ADJ', 'distinguée_ADJ', '40alne_ADJ', '30-55_NUM', 'extravertie_ADJ', 'roadster_NOM', 'n-ftim_NOM', '28-35_NUM']	
194	['sprinteur_NOM', 'nageur_NOM', 'athlète_NOM', 'asafa_NAM', 'usain_NAM', 'surin_NOM', 'vice-champion_NOM', 'coureur_NOM', 'gatlin_NAM', 'patineur_NOM']	['patineuse_NOM', 'championne_NOM', 'marion_NAM', 'coureuse_NOM', 'australienne_ADJ', 'friesinger_NAM', 'disqualifiée_VER', 'médaillée_VER', 'anissina_NAM', 'hilde_NAM']	
195	['suisse_NAM', 'suisse_ADJ', '810$_ABR', 'romande_ADJ', 'drachme_NOM', 'belge_ADJ', 'belge_NOM', 'deutsche_NAM', 'italienne_ADJ', 'haib_NAM']	['martina_NAM', 'schnyder_NAM', 'hingis_NAM', 'clijsters_NAM', 'jelena_NAM', 'conchita_NAM', 'mauresmo_NAM', 'safina_NAM', 'jankovic_NAM', 'golovin_NAM']	
196	['sujet_ADJ', 'propos_NOM', 'concernant_VER', 'question_NOM', 'questionné_VER', 'sujets_NOM', 'débat_NOM', 'thème_NOM', 'questionnement_NOM', 'commentaire_NOM']	['assujettie_VER', 'soumise_VER', 'assujetti_VER', 'sujettes_ADJ', 'subordonnée_VER', 'subordonné_VER', 'attribuable_ADJ', 'approbation_NOM', 'liée_VER', 'tributaire_ADJ']	
197	['survivant_VER', 'rescapé_NOM', 'rescapé_VER', 'survivants_NOM', 'terrible_ADJ', 'cataclysme_NOM', 'orphelin_NOM', 'soldat_NOM', 'accident_NOM', 'traumatisme_NOM']	['fillette_NOM', 'rescapée_VER', 'adolescente_NOM', 'victime_NOM', 'fille_NOM', 'mère_NOM', 'maltraitée_VER', 'orpheline_NOM', 'adoptive_ADJ', 'éplorée_ADJ']	
198	['suspects_NOM', 'policier_NOM', 'meurtrier_NOM', 'tireur_NOM', 'khafagy_NAM', 'ressam_NAM', 'présumé_VER', 'namouh_NAM', 'détenu_NOM', 'malvo_NAM']	['dangereuse_ADJ', 'confuse_ADJ', 'mystérieuse_ADJ', 'nauséabonde_ADJ', 'étrange_ADJ', 'inquiétante_ADJ', 'suspecte_VER', 'superflue_ADJ', 'suspect_ADJ', 'encombrante_ADJ']	
199	['blouson_NOM', 'costume_NOM', 'pantalon_NOM', 'vêtue_VER', 'turban_NOM', 'chemise_NOM', 'béret_NOM', 'brodée_VER', 'habillé_VER', 'pull_NOM']	['sijie_NAM', 'balzac_NAM', 'dai_NAM', 'allende_VER', 'geisha_NOM', 'grasset_NOM', 'actes_VER', '-format_ADJ', 'grasset_ADJ', 'servante_NOM']	
200	['frère_NOM', 'illuminé_NOM', 'rusé_ADJ', 'mafioso_NOM', 'taciturne_ADJ', 'délinquant_ADJ', 'mystérieux_ADJ', 'ivrogne_ADJ', 'brigand_NOM', 'prénommé_VER']	['mâtinée_VER', 'enivrante_ADJ', 'puissante_ADJ', 'agissante_ADJ', 'fuyante_ADJ', 'capiteuse_ADJ', 'primitive_ADJ', 'érudite_ADJ', 'personnification_NOM', 'vivifiante_ADJ']	
201	['romancier_NOM', 'poète_NOM', 'traductrice_NOM', 'dramaturge_NOM', 'écrivain_NOM', 'musicien_NOM', 'illustrateur_NOM', 'traduction_NOM', 'journaliste_NOM', 'auteur_NOM']	['écrivaine_ADJ', 'comédienne_NOM', 'romancière_NOM', 'écrivaine_NOM', 'traducteur_NOM', 'lectrice_NOM', 'poétesse_NOM', 'confidente_NOM', 'dramaturge_NOM', 'musicienne_NOM']	
202	['travailleur_ADJ', 'employé_NOM', 'salarié_NOM', 'ouvrier_NOM', 'agriculteur_NOM', 'médecin_NOM', 'enseignant_NOM', 'camionneur_NOM', 'travailleuse_NOM', 'chômeur_NOM']	['travailleuse_ADJ', 'infirmière_NOM', 'intervenante_NOM', 'travailleur_NOM', 'femme_NOM', 'enseignante_NOM', 'étudiante_NOM', 'fille_NOM', 'monoparentale_ADJ', 'féministe_NOM']	
203	['tireur_NOM', 'meurtrier_NOM', 'tueurs_NOM', 'prédateur_NOM', 'assassin_NOM', 'suspect_NOM', 'détectives_NOM', 'policier_NOM', 'violeur_NOM', '22h40_NAM']	['n-lun_NOM', 'n-ton_NOM', 'mince_INT', 'extravertie_ADJ', '48-58_NUM', '40alne_NAM', 'compréhensive_ADJ', '35-46_NUM', 'attentionnée_ADJ', '36-45_NUM']	
204	['turc_ADJ', 'irakien_NOM', 'ceyhan_NAM', 'kurde_NOM', 'allemand_NOM', 'tadjik_ADJ', 'américain_NOM', 'espagnol_ADJ', 'persan_NOM', 'nouri_NAM']	['libanaise_ADJ', 'israélienne_ADJ', 'kurde_ADJ', 'iranienne_ADJ', 'turc_ADJ', 'irakienne_ADJ', 'macédonienne_ADJ', 'allemande_ADJ', 'syrienne_ADJ', 'italienne_ADJ']	
205	['stoïque_ADJ', 'romancier_NOM', 'personnage_NOM', 'lutin_NOM', 'narrateur_NOM', 'écrivain_NOM', 'affamé_ADJ', 'vagabond_ADJ', 'blafard_ADJ', 'séducteur_NOM']	['méditative_ADJ', 'jaunâtre_ADJ', 'poétique_NOM', 'éthérée_ADJ', 'mâtinée_VER', 'incarnée_ADJ', 'exaltée_VER', 'kaléidoscopique_ADJ', 'mélancolie_NOM', 'contemporanéité_NOM']	
206	['vendeur_ADJ', 'marchand_NOM', 'commerçant_NOM', 'revendeur_NOM', 'vendeurs_NOM', 'acheteur_NOM', 'client_NOM', 'fournisseur_NOM', 'producteur_NOM', 'gestionnaire_NOM']	['caissière_NOM', 'copine_NOM', 'serveuse_NOM', 'amie_NOM', 'admiratrice_NOM', 'starlette_NOM', 'employée_NOM', 'confidente_NOM', 'gérante_NOM', 'blonde_NOM']	
207	['veuf_ADJ', 'veuve_ADJ', 'divorcée_NOM', 'divorcée_VER', 'femme_NOM', 'épouse_NOM', 'célibataire_ADJ', 'amant_NOM', 'ans_NOM', 'mignonne_NOM']	['veuve_ADJ', 'femme_NOM', 'fille_NOM', 'amant_NOM', 'épouse_NOM', 'amoureuse_NOM', 'divorcée_NOM', 'mère_NOM', 'fenune_NOM', 'compagne_NOM']	
208	['vieux_ADJ', 'grincheux_ADJ', '514.845.5545_NUM', 'pote_ADJ', 'papy_NOM', 'petits_NOM', 'style_NOM', 'vieil_ADJ', 'copains_NOM', 'amoureux_NOM']	['vieille_ADJ', 'fille_NOM', 'coccinelle_NOM', 'catapulte_NOM', 'petite_NOM', 'caravane_NOM', 'roulotte_NOM', 'fide_NOM', 'camionnette_NOM', 'proprette_ADJ']	
209	['bandit_NOM', 'méchant_NOM', 'caricatural_ADJ', 'personnage_NOM', 'arriviste_NOM', 'salaud_NOM', 'antihéros_NOM', 'paranoïaque_ADJ', 'séducteur_NOM', 'machiavélique_ADJ']	['mauvaise_ADJ', 'jambe_NOM', 'dure_ADJ', 'affreuse_ADJ', 'pourrie_VER', 'vicieuse_ADJ', 'cassée_ADJ', 'nasale_ADJ', 'calvitie_NOM', 'capricieuse_ADJ']	
210	['paysans_NOM', 'civils_NOM', 'afghans_NOM', 'géorgiens_NOM', 'irakiens_NOM', 'tchétchènes_NOM', 'afghans_ADJ', 'survivants_NOM', 'talibans_NOM', 'chiites_NOM']	['recluse_ADJ', 'tourmentée_VER', 'délabrée_VER', 'dysfonctionnelle_ADJ', 'pieuse_ADJ', 'ravissante_ADJ', 'criminelle_NOM', 'habitée_ADJ', 'esseulée_ADJ', 'mourante_ADJ']	
211	['spectateur_NOM', 'lecteur_NOM', 'badaud_NOM', 'visiteurs_NOM', 'téléspectateur_NOM', 'narrateur_NOM', 'voyageur_NOM', 'quidam_NOM', 'artiste_NOM', 'auditeur_NOM']	['employée_NOM', 'entraîneuse_NOM', 'visiteur_NOM', 'équipe_NOM', 'figurine_NOM', 'compatissante_ADJ', 'bondée_ADJ', 'accroche_NOM', 'soucoupe_NOM', 'excitation_NOM']	
212	['domicilié_VER', 'domiciliée_VER', 'résidant_VER', 'vivant_VER', 'vivant_ADJ', 'demeurant_ADJ', 'demeurant_VER', 'rivant_VER', 'résidé_VER', 'feue_ADJ']	['fraîche_ADJ', 'singulière_ADJ', 'vibrante_ADJ', 'vivifiante_ADJ', 'colorée_VER', 'sereine_ADJ', 'fascinante_ADJ', 'mystérieuse_ADJ', 'vivant_ADJ', 'réconfortante_ADJ']	
213	['voisin_ADJ', 'voisins_NOM', 'cousin_NOM', 'voisine_NOM', 'copain_NOM', 'voisinage_NOM', 'oncle_NOM', 'vis-à-vis_NOM', 'père_NOM', 'ami_NOM']	['copine_NOM', 'mère_NOM', 'fille_NOM', 'amie_NOM', 'grand-mère_NOM', 'cousine_NOM', 'voisine_ADJ', 'voisin_NOM', 'blonde_NOM', 'maman_NOM']	
214	['voyageur_ADJ', 'touriste_NOM', 'lecteur_NOM', 'voyage_NOM', 'visiteur_NOM', 'marcheur_NOM', 'narrateur_NOM', 'citoyen_NOM', 'aventurier_ADJ', 'poète_NOM']	['voyageuse_ADJ', 'retraitée_NOM', 'raffinee_NOM', 'épicurienne_NOM', 'ricaneuse_ADJ', '55-62_NUM', 'divorcée_NOM', 'amoureuse_ADJ', 'amoureuse_NOM', 'rouquine_NOM']	
215	['voyant_VER', 'écoutant_VER', 'regardant_VER', 'entendant_VER', 'lisant_VER', 'apercevant_VER', 'écoutant_NOM', 'là-haut_ADV', 'soudain_ADV', 'disant_VER']	['idiote_ADJ', 'aguichante_ADJ', 'surannée_ADJ', 'névrosée_ADJ', 'hystérique_ADJ', 'souffrante_ADJ', 'évanescente_ADJ', 'coquetterie_NOM', 'confuse_ADJ', 'pieuse_ADJ']	
